game_id,season,week,game_type,team,opponent,team_score,opp_score,win,tie,giveaways,off_third_down_pct,takeaways,opp_third_down_pct,turnover_margin
2023_14_SEA_SF,2023,14,REG,SF,SEA,28.0,16.0,1,0,2.0,0.5454545454545454,2.0,0.18181818181818182,0.0
2023_14_BUF_KC,2023,14,REG,KC,BUF,17.0,20.0,0,0,2.0,0.5,1.0,0.4,-1.0
2023_14_DEN_LAC,2023,14,REG,LAC,DEN,7.0,24.0,0,0,2.0,0.0,1.0,0.47058823529411764,-1.0
2023_14_PHI_DAL,2023,14,REG,DAL,PHI,33.0,13.0,1,0,1.0,0.5625,3.0,0.4444444444444444,2.0
2023_14_TEN_MIA,2023,14,REG,MIA,TEN,27.0,28.0,0,0,2.0,0.3076923076923077,2.0,0.38461538461538464,0.0
2023_14_GB_NYG,2023,14,REG,NYG,GB,24.0,22.0,1,0,2.0,0.3,3.0,0.35714285714285715,1.0
2023_15_LAC_LV,2023,15,REG,LV,LAC,63.0,21.0,1,0,1.0,0.5625,4.0,0.5,3.0
2023_15_MIN_CIN,2023,15,REG,CIN,MIN,27.0,24.0,1,0,1.0,0.46153846153846156,2.0,0.4166666666666667,1.0
2023_15_PIT_IND,2023,15,REG,IND,PIT,30.0,13.0,1,0,0.0,0.4,3.0,0.3333333333333333,3.0
2023_15_DEN_DET,2023,15,REG,DET,DEN,42.0,17.0,1,0,0.0,0.5,1.0,0.38461538461538464,1.0
2023_15_ATL_CAR,2023,15,REG,CAR,ATL,9.0,7.0,1,0,0.0,0.3333333333333333,2.0,0.46153846153846156,2.0
2023_15_CHI_CLE,2023,15,REG,CLE,CHI,20.0,17.0,1,0,4.0,0.25,2.0,0.2222222222222222,-2.0
2023_15_TB_GB,2023,15,REG,GB,TB,20.0,34.0,0,0,1.0,0.5,1.0,0.6363636363636364,0.0
2023_15_NYJ_MIA,2023,15,REG,MIA,NYJ,30.0,0.0,1,0,0.0,0.4,4.0,0.38461538461538464,4.0
2023_15_KC_NE,2023,15,REG,NE,KC,17.0,27.0,0,0,1.0,0.16666666666666666,2.0,0.38461538461538464,1.0
2023_15_NYG_NO,2023,15,REG,NO,NYG,24.0,6.0,1,0,0.0,0.5,0.0,0.125,0.0
2023_15_HOU_TEN,2023,15,REG,TEN,HOU,16.0,19.0,0,0,1.0,0.3333333333333333,1.0,0.26666666666666666,0.0
2023_15_SF_ARI,2023,15,REG,ARI,SF,29.0,45.0,0,0,2.0,0.4375,0.0,0.5714285714285714,-2.0
2023_15_WAS_LA,2023,15,REG,LA,WAS,28.0,20.0,1,0,2.0,0.5625,1.0,0.21428571428571427,-1.0
2023_15_DAL_BUF,2023,15,REG,BUF,DAL,31.0,10.0,1,0,0.0,0.5555555555555556,1.0,0.38461538461538464,1.0
2023_15_BAL_JAX,2023,15,REG,JAX,BAL,7.0,23.0,0,0,2.0,0.23076923076923078,1.0,0.4166666666666667,-1.0
2023_15_PHI_SEA,2023,15,REG,SEA,PHI,20.0,17.0,1,0,0.0,0.42857142857142855,2.0,0.5625,2.0
2023_16_NO_LA,2023,16,REG,LA,NO,30.0,22.0,1,0,0.0,0.3333333333333333,1.0,0.45454545454545453,1.0
2023_16_CIN_PIT,2023,16,REG,PIT,CIN,34.0,11.0,1,0,0.0,0.5,3.0,0.46153846153846156,3.0
2023_16_BUF_LAC,2023,16,REG,LAC,BUF,22.0,24.0,0,0,1.0,0.2857142857142857,2.0,0.5,1.0
2023_16_IND_ATL,2023,16,REG,ATL,IND,29.0,10.0,1,0,0.0,0.38461538461538464,1.0,0.35714285714285715,1.0
2023_16_GB_CAR,2023,16,REG,CAR,GB,30.0,33.0,0,0,0.0,0.46153846153846156,0.0,0.5714285714285714,0.0
2023_16_CLE_HOU,2023,16,REG,HOU,CLE,22.0,36.0,0,0,2.0,0.3333333333333333,2.0,0.375,0.0
2023_16_DET_MIN,2023,16,REG,MIN,DET,24.0,30.0,0,0,4.0,0.3333333333333333,1.0,0.5,-3.0
2023_16_WAS_NYJ,2023,16,REG,NYJ,WAS,30.0,28.0,1,0,3.0,0.25,2.0,0.25,-1.0
2023_16_SEA_TEN,2023,16,REG,TEN,SEA,17.0,20.0,0,0,0.0,0.5,0.0,0.5384615384615384,0.0
2023_16_JAX_TB,2023,16,REG,TB,JAX,30.0,12.0,1,0,0.0,0.5263157894736842,4.0,0.3333333333333333,4.0
2023_16_ARI_CHI,2023,16,REG,CHI,ARI,27.0,16.0,1,0,1.0,0.5333333333333333,0.0,0.4375,-1.0
2023_16_DAL_MIA,2023,16,REG,MIA,DAL,22.0,20.0,1,0,0.0,0.46153846153846156,1.0,0.3333333333333333,1.0
2023_16_NE_DEN,2023,16,REG,DEN,NE,23.0,26.0,0,0,2.0,0.3076923076923077,1.0,0.23076923076923078,-1.0
2023_16_LV_KC,2023,16,REG,KC,LV,14.0,20.0,0,0,2.0,0.3125,0.0,0.25,-2.0
2023_16_NYG_PHI,2023,16,REG,PHI,NYG,33.0,25.0,1,0,2.0,0.5333333333333333,1.0,0.2857142857142857,-1.0
2023_16_BAL_SF,2023,16,REG,SF,BAL,19.0,33.0,0,0,5.0,0.42857142857142855,0.0,0.36363636363636365,-5.0
2023_17_NYJ_CLE,2023,17,REG,CLE,NYJ,37.0,20.0,1,0,3.0,0.5,2.0,0.375,-1.0
2023_17_DET_DAL,2023,17,REG,DAL,DET,20.0,19.0,1,0,2.0,0.5,2.0,0.3076923076923077,0.0
2023_17_MIA_BAL,2023,17,REG,BAL,MIA,56.0,19.0,1,0,1.0,0.5714285714285714,3.0,0.4,2.0
2023_17_NE_BUF,2023,17,REG,BUF,NE,27.0,21.0,1,0,1.0,0.4666666666666667,4.0,0.4,3.0
2023_17_ATL_CHI,2023,17,REG,CHI,ATL,37.0,17.0,1,0,0.0,0.375,4.0,0.3076923076923077,4.0
2023_17_TEN_HOU,2023,17,REG,HOU,TEN,26.0,3.0,1,0,0.0,0.2727272727272727,1.0,0.08333333333333333,1.0
2023_17_LV_IND,2023,17,REG,IND,LV,23.0,20.0,1,0,0.0,0.46153846153846156,0.0,0.3333333333333333,0.0
2023_17_CAR_JAX,2023,17,REG,JAX,CAR,26.0,0.0,1,0,0.0,0.4375,1.0,0.07692307692307693,1.0
2023_17_LA_NYG,2023,17,REG,NYG,LA,25.0,26.0,0,0,1.0,0.3125,3.0,0.25,2.0
2023_17_ARI_PHI,2023,17,REG,PHI,ARI,31.0,35.0,0,0,1.0,0.4444444444444444,1.0,0.5,0.0
2023_17_NO_TB,2023,17,REG,TB,NO,13.0,23.0,0,0,4.0,0.25,0.0,0.4444444444444444,-4.0
2023_17_SF_WAS,2023,17,REG,WAS,SF,10.0,27.0,0,0,2.0,0.3333333333333333,0.0,0.4444444444444444,-2.0
2023_17_PIT_SEA,2023,17,REG,SEA,PIT,23.0,30.0,0,0,1.0,0.3333333333333333,0.0,0.46153846153846156,-1.0
2023_17_LAC_DEN,2023,17,REG,DEN,LAC,16.0,9.0,1,0,0.0,0.4117647058823529,1.0,0.18181818181818182,1.0
2023_17_CIN_KC,2023,17,REG,KC,CIN,25.0,17.0,1,0,1.0,0.25,0.0,0.5,-1.0
2023_17_GB_MIN,2023,17,REG,MIN,GB,10.0,33.0,0,0,3.0,0.3,0.0,0.6428571428571429,-3.0
2023_18_PIT_BAL,2023,18,REG,BAL,PIT,10.0,17.0,0,0,2.0,0.3076923076923077,2.0,0.4,0.0
2023_18_HOU_IND,2023,18,REG,IND,HOU,19.0,23.0,0,0,1.0,0.09090909090909091,0.0,0.38461538461538464,-1.0
2023_18_TB_CAR,2023,18,REG,CAR,TB,0.0,9.0,0,0,2.0,0.16666666666666666,0.0,0.375,-2.0
2023_18_CLE_CIN,2023,18,REG,CIN,CLE,31.0,14.0,1,0,1.0,0.25,2.0,0.18181818181818182,1.0
2023_18_MIN_DET,2023,18,REG,DET,MIN,30.0,20.0,1,0,0.0,0.1111111111111111,2.0,0.15384615384615385,2.0
2023_18_NYJ_NE,2023,18,REG,NE,NYJ,3.0,17.0,0,0,3.0,0.07142857142857142,0.0,0.2,-3.0
2023_18_ATL_NO,2023,18,REG,NO,ATL,48.0,17.0,1,0,0.0,0.3,3.0,0.36363636363636365,3.0
2023_18_JAX_TEN,2023,18,REG,TEN,JAX,28.0,20.0,1,0,1.0,0.5454545454545454,2.0,0.5714285714285714,1.0
2023_18_SEA_ARI,2023,18,REG,ARI,SEA,20.0,21.0,0,0,0.0,0.38461538461538464,0.0,0.5,0.0
2023_18_CHI_GB,2023,18,REG,GB,CHI,17.0,9.0,1,0,1.0,0.7,0.0,0.2727272727272727,-1.0
2023_18_KC_LAC,2023,18,REG,LAC,KC,12.0,13.0,0,0,1.0,0.3684210526315789,1.0,0.375,0.0
2023_18_DEN_LV,2023,18,REG,LV,DEN,27.0,14.0,1,0,0.0,0.5384615384615384,1.0,0.3333333333333333,1.0
2023_18_PHI_NYG,2023,18,REG,NYG,PHI,27.0,10.0,1,0,1.0,0.42857142857142855,4.0,0.38461538461538464,3.0
2023_18_LA_SF,2023,18,REG,SF,LA,20.0,21.0,0,0,1.0,0.5,1.0,0.6,0.0
2023_18_DAL_WAS,2023,18,REG,WAS,DAL,10.0,38.0,0,0,3.0,0.2,1.0,0.6,-2.0
2023_18_BUF_MIA,2023,18,REG,MIA,BUF,14.0,21.0,0,0,2.0,0.4,3.0,0.6,1.0
2023_19_CLE_HOU,2023,19,WC,HOU,CLE,45.0,14.0,1,0,0.0,0.25,2.0,0.4666666666666667,2.0
2023_19_MIA_KC,2023,19,WC,KC,MIA,26.0,7.0,1,0,1.0,0.4,1.0,0.08333333333333333,0.0
2023_19_GB_DAL,2023,19,WC,DAL,GB,32.0,48.0,0,0,2.0,0.625,0.0,0.6,-2.0
2023_19_LA_DET,2023,19,WC,DET,LA,24.0,23.0,1,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
2023_19_PIT_BUF,2023,19,WC,BUF,PIT,31.0,17.0,1,0,0.0,0.4166666666666667,2.0,0.45454545454545453,2.0
2023_19_PHI_TB,2023,19,WC,TB,PHI,32.0,9.0,1,0,0.0,0.42857142857142855,0.0,0.0,0.0
2023_20_HOU_BAL,2023,20,DIV,BAL,HOU,34.0,10.0,1,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
2023_20_GB_SF,2023,20,DIV,SF,GB,24.0,21.0,1,0,0.0,0.625,2.0,0.5384615384615384,2.0
2023_20_TB_DET,2023,20,DIV,DET,TB,31.0,23.0,1,0,0.0,0.42857142857142855,2.0,0.3333333333333333,2.0
2023_20_KC_BUF,2023,20,DIV,BUF,KC,24.0,27.0,0,0,0.0,0.5,1.0,0.2,1.0
2023_21_KC_BAL,2023,21,CON,BAL,KC,10.0,17.0,0,0,3.0,0.2727272727272727,0.0,0.4444444444444444,-3.0
2023_21_DET_SF,2023,21,CON,SF,DET,34.0,31.0,1,0,1.0,0.5,1.0,0.5,0.0
2023_22_SF_KC,2023,22,SB,KC,SF,25.0,22.0,1,0,3.0,0.47368421052631576,1.0,0.25,-2.0
2024_01_BAL_KC,2024,1,REG,KC,BAL,27.0,20.0,1,0,1.0,0.4444444444444444,1.0,0.5,0.0
2024_01_GB_PHI,2024,1,REG,PHI,GB,34.0,29.0,1,0,3.0,0.2857142857142857,1.0,0.2727272727272727,-2.0
2024_01_PIT_ATL,2024,1,REG,ATL,PIT,10.0,18.0,0,0,3.0,0.2222222222222222,0.0,0.47058823529411764,-3.0
2024_01_ARI_BUF,2024,1,REG,BUF,ARI,34.0,28.0,1,0,1.0,0.3333333333333333,1.0,0.5384615384615384,0.0
2024_01_TEN_CHI,2024,1,REG,CHI,TEN,24.0,17.0,1,0,1.0,0.15384615384615385,3.0,0.21428571428571427,2.0
2024_01_NE_CIN,2024,1,REG,CIN,NE,10.0,16.0,0,0,1.0,0.36363636363636365,1.0,0.4,0.0
2024_01_HOU_IND,2024,1,REG,IND,HOU,27.0,29.0,0,0,1.0,0.5,0.0,0.5,-1.0
2024_01_JAX_MIA,2024,1,REG,MIA,JAX,20.0,17.0,1,0,0.0,0.5,1.0,0.2,1.0
2024_01_CAR_NO,2024,1,REG,NO,CAR,47.0,10.0,1,0,0.0,0.5384615384615384,4.0,0.1,4.0
2024_01_MIN_NYG,2024,1,REG,NYG,MIN,6.0,28.0,0,0,2.0,0.3888888888888889,2.0,0.3,0.0
2024_01_LV_LAC,2024,1,REG,LAC,LV,22.0,10.0,1,0,0.0,0.26666666666666666,3.0,0.35714285714285715,3.0
2024_01_DEN_SEA,2024,1,REG,SEA,DEN,26.0,20.0,1,0,1.0,0.3333333333333333,4.0,0.2777777777777778,3.0
2024_01_DAL_CLE,2024,1,REG,CLE,DAL,17.0,33.0,0,0,2.0,0.13333333333333333,0.0,0.2857142857142857,-2.0
2024_01_WAS_TB,2024,1,REG,TB,WAS,37.0,20.0,1,0,0.0,0.6923076923076923,0.0,0.25,0.0
2024_01_LA_DET,2024,1,REG,DET,LA,26.0,20.0,1,0,1.0,0.46153846153846156,1.0,0.4166666666666667,0.0
2024_01_NYJ_SF,2024,1,REG,SF,NYJ,32.0,19.0,1,0,0.0,0.46153846153846156,2.0,0.6,2.0
2024_02_BUF_MIA,2024,2,REG,MIA,BUF,10.0,31.0,0,0,3.0,0.4666666666666667,0.0,0.3333333333333333,-3.0
2024_02_LV_BAL,2024,2,REG,BAL,LV,23.0,26.0,0,0,1.0,0.2727272727272727,1.0,0.3333333333333333,0.0
2024_02_LAC_CAR,2024,2,REG,CAR,LAC,3.0,26.0,0,0,1.0,0.08333333333333333,2.0,0.5625,1.0
2024_02_NO_DAL,2024,2,REG,DAL,NO,19.0,44.0,0,0,2.0,0.46153846153846156,1.0,0.625,-1.0
2024_02_TB_DET,2024,2,REG,DET,TB,16.0,20.0,0,0,2.0,0.4117647058823529,1.0,0.2,-1.0
2024_02_IND_GB,2024,2,REG,GB,IND,16.0,10.0,1,0,1.0,0.5882352941176471,3.0,0.2222222222222222,2.0
2024_02_CLE_JAX,2024,2,REG,JAX,CLE,13.0,18.0,0,0,0.0,0.3333333333333333,0.0,0.14285714285714285,0.0
2024_02_SF_MIN,2024,2,REG,MIN,SF,23.0,17.0,1,0,2.0,0.5833333333333334,2.0,0.2,0.0
2024_02_SEA_NE,2024,2,REG,NE,SEA,20.0,23.0,0,0,0.0,0.375,0.0,0.4666666666666667,0.0
2024_02_NYJ_TEN,2024,2,REG,TEN,NYJ,17.0,24.0,0,0,2.0,0.4166666666666667,0.0,0.4166666666666667,-2.0
2024_02_NYG_WAS,2024,2,REG,WAS,NYG,21.0,18.0,1,0,0.0,0.5,1.0,0.5,1.0
2024_02_LA_ARI,2024,2,REG,ARI,LA,41.0,10.0,1,0,1.0,0.6363636363636364,1.0,0.18181818181818182,0.0
2024_02_PIT_DEN,2024,2,REG,DEN,PIT,6.0,13.0,0,0,2.0,0.16666666666666666,0.0,0.3076923076923077,-2.0
2024_02_CIN_KC,2024,2,REG,KC,CIN,26.0,25.0,1,0,3.0,0.125,1.0,0.3076923076923077,-2.0
2024_02_CHI_HOU,2024,2,REG,HOU,CHI,19.0,13.0,1,0,1.0,0.2857142857142857,2.0,0.35294117647058826,1.0
2024_02_ATL_PHI,2024,2,REG,PHI,ATL,21.0,22.0,0,0,1.0,0.46153846153846156,0.0,0.2222222222222222,-1.0
2024_03_NE_NYJ,2024,3,REG,NYJ,NE,24.0,3.0,1,0,0.0,0.6666666666666666,1.0,0.18181818181818182,1.0
2024_03_NYG_CLE,2024,3,REG,CLE,NYG,15.0,21.0,0,0,2.0,0.2857142857142857,2.0,0.2857142857142857,0.0
2024_03_CHI_IND,2024,3,REG,IND,CHI,21.0,16.0,1,0,2.0,0.25,3.0,0.42857142857142855,1.0
2024_03_HOU_MIN,2024,3,REG,MIN,HOU,34.0,7.0,1,0,0.0,0.46153846153846156,2.0,0.2857142857142857,2.0
2024_03_PHI_NO,2024,3,REG,NO,PHI,12.0,15.0,0,0,1.0,0.46153846153846156,2.0,0.42857142857142855,1.0
2024_03_LAC_PIT,2024,3,REG,PIT,LAC,20.0,10.0,1,0,1.0,0.5,0.0,0.2727272727272727,-1.0
2024_03_DEN_TB,2024,3,REG,TB,DEN,7.0,26.0,0,0,2.0,0.2727272727272727,1.0,0.3076923076923077,-1.0
2024_03_GB_TEN,2024,3,REG,TEN,GB,14.0,30.0,0,0,3.0,0.3333333333333333,0.0,0.35714285714285715,-3.0
2024_03_CAR_LV,2024,3,REG,LV,CAR,22.0,36.0,0,0,1.0,0.2727272727272727,0.0,0.4166666666666667,-1.0
2024_03_MIA_SEA,2024,3,REG,SEA,MIA,24.0,3.0,1,0,2.0,0.2727272727272727,0.0,0.08333333333333333,-2.0
2024_03_DET_ARI,2024,3,REG,ARI,DET,13.0,20.0,0,0,1.0,0.1111111111111111,1.0,0.5,0.0
2024_03_BAL_DAL,2024,3,REG,DAL,BAL,25.0,28.0,0,0,1.0,0.5384615384615384,0.0,0.4444444444444444,-1.0
2024_03_SF_LA,2024,3,REG,LA,SF,27.0,24.0,1,0,0.0,0.4166666666666667,1.0,0.5454545454545454,1.0
2024_03_KC_ATL,2024,3,REG,ATL,KC,17.0,22.0,0,0,1.0,0.2222222222222222,1.0,0.42857142857142855,0.0
2024_03_JAX_BUF,2024,3,REG,BUF,JAX,47.0,10.0,1,0,0.0,0.5454545454545454,2.0,0.15384615384615385,2.0
2024_03_WAS_CIN,2024,3,REG,CIN,WAS,33.0,38.0,0,0,0.0,0.6,0.0,0.5555555555555556,0.0
2024_04_DAL_NYG,2024,4,REG,NYG,DAL,15.0,20.0,0,0,1.0,0.3125,0.0,0.3,-1.0
2024_04_NO_ATL,2024,4,REG,ATL,NO,26.0,24.0,1,0,2.0,0.36363636363636365,1.0,0.5384615384615384,-1.0
2024_04_CIN_CAR,2024,4,REG,CAR,CIN,24.0,34.0,0,0,1.0,0.5,1.0,0.5384615384615384,0.0
2024_04_LA_CHI,2024,4,REG,CHI,LA,24.0,18.0,1,0,0.0,0.3333333333333333,2.0,0.45454545454545453,2.0
2024_04_MIN_GB,2024,4,REG,GB,MIN,29.0,31.0,0,0,5.0,0.3333333333333333,2.0,0.36363636363636365,-3.0
2024_04_JAX_HOU,2024,4,REG,HOU,JAX,24.0,20.0,1,0,0.0,0.5384615384615384,1.0,0.3333333333333333,1.0
2024_04_PIT_IND,2024,4,REG,IND,PIT,27.0,24.0,1,0,0.0,0.5333333333333333,2.0,0.46153846153846156,2.0
2024_04_DEN_NYJ,2024,4,REG,NYJ,DEN,9.0,10.0,0,0,1.0,0.23529411764705882,1.0,0.21428571428571427,0.0
2024_04_PHI_TB,2024,4,REG,TB,PHI,33.0,16.0,1,0,1.0,0.46153846153846156,1.0,0.46153846153846156,0.0
2024_04_WAS_ARI,2024,4,REG,ARI,WAS,14.0,42.0,0,0,1.0,0.36363636363636365,1.0,0.75,0.0
2024_04_NE_SF,2024,4,REG,SF,NE,30.0,13.0,1,0,2.0,0.5384615384615384,3.0,0.3125,1.0
2024_04_KC_LAC,2024,4,REG,LAC,KC,10.0,17.0,0,0,0.0,0.3076923076923077,2.0,0.5625,2.0
2024_04_CLE_LV,2024,4,REG,LV,CLE,20.0,16.0,1,0,1.0,0.3333333333333333,1.0,0.3,0.0
2024_04_BUF_BAL,2024,4,REG,BAL,BUF,35.0,10.0,1,0,1.0,0.5555555555555556,1.0,0.23076923076923078,0.0
2024_04_TEN_MIA,2024,4,REG,MIA,TEN,12.0,31.0,0,0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.0
2024_04_SEA_DET,2024,4,REG,DET,SEA,42.0,29.0,1,0,0.0,0.5,2.0,0.5,2.0
2024_05_TB_ATL,2024,5,REG,ATL,TB,36.0,30.0,1,0,1.0,0.42857142857142855,1.0,0.5454545454545454,0.0
2024_05_NYJ_MIN,2024,5,REG,MIN,NYJ,23.0,17.0,1,0,2.0,0.3076923076923077,3.0,0.29411764705882354,1.0
2024_05_CAR_CHI,2024,5,REG,CHI,CAR,36.0,10.0,1,0,0.0,0.36363636363636365,3.0,0.25,3.0
2024_05_BAL_CIN,2024,5,REG,CIN,BAL,38.0,41.0,0,0,1.0,0.5714285714285714,1.0,0.6666666666666666,0.0
2024_05_BUF_HOU,2024,5,REG,HOU,BUF,23.0,20.0,1,0,2.0,0.5,0.0,0.21428571428571427,-2.0
2024_05_IND_JAX,2024,5,REG,JAX,IND,37.0,34.0,1,0,2.0,0.3,1.0,0.5,-1.0
2024_05_MIA_NE,2024,5,REG,NE,MIA,10.0,15.0,0,0,0.0,0.3076923076923077,2.0,0.18181818181818182,2.0
2024_05_CLE_WAS,2024,5,REG,WAS,CLE,34.0,13.0,1,0,2.0,0.47058823529411764,1.0,0.07692307692307693,-1.0
2024_05_LV_DEN,2024,5,REG,DEN,LV,34.0,18.0,1,0,0.0,0.25,3.0,0.4666666666666667,3.0
2024_05_ARI_SF,2024,5,REG,SF,ARI,23.0,24.0,0,0,3.0,0.5454545454545454,1.0,0.3,-2.0
2024_05_GB_LA,2024,5,REG,LA,GB,19.0,24.0,0,0,2.0,0.5,1.0,0.125,-1.0
2024_05_NYG_SEA,2024,5,REG,SEA,NYG,20.0,29.0,0,0,1.0,0.2727272727272727,1.0,0.4375,0.0
2024_05_DAL_PIT,2024,5,REG,PIT,DAL,17.0,20.0,0,0,1.0,0.25,3.0,0.6,2.0
2024_05_NO_KC,2024,5,REG,KC,NO,26.0,13.0,1,0,1.0,0.42857142857142855,1.0,0.4,0.0
2024_06_SF_SEA,2024,6,REG,SEA,SF,24.0,36.0,0,0,3.0,0.4375,0.0,0.4166666666666667,-3.0
2024_06_JAX_CHI,2024,6,REG,CHI,JAX,35.0,16.0,1,0,1.0,0.45454545454545453,2.0,0.4666666666666667,1.0
2024_06_WAS_BAL,2024,6,REG,BAL,WAS,30.0,23.0,1,0,1.0,0.6,0.0,0.3333333333333333,-1.0
2024_06_ARI_GB,2024,6,REG,GB,ARI,34.0,13.0,1,0,1.0,0.5833333333333334,3.0,0.4,2.0
2024_06_HOU_NE,2024,6,REG,NE,HOU,21.0,41.0,0,0,4.0,0.23076923076923078,1.0,0.36363636363636365,-3.0
2024_06_TB_NO,2024,6,REG,NO,TB,27.0,51.0,0,0,3.0,0.3076923076923077,3.0,0.6,0.0
2024_06_CLE_PHI,2024,6,REG,PHI,CLE,20.0,16.0,1,0,0.0,0.35714285714285715,0.0,0.25,0.0
2024_06_IND_TEN,2024,6,REG,TEN,IND,17.0,20.0,0,0,1.0,0.36363636363636365,1.0,0.4666666666666667,0.0
2024_06_LAC_DEN,2024,6,REG,DEN,LAC,16.0,23.0,0,0,2.0,0.2727272727272727,0.0,0.6111111111111112,-2.0
2024_06_PIT_LV,2024,6,REG,LV,PIT,13.0,32.0,0,0,3.0,0.18181818181818182,0.0,0.3076923076923077,-3.0
2024_06_ATL_CAR,2024,6,REG,CAR,ATL,20.0,38.0,0,0,2.0,0.45454545454545453,1.0,0.5,-1.0
2024_06_DET_DAL,2024,6,REG,DAL,DET,9.0,47.0,0,0,5.0,0.23076923076923078,0.0,0.4,-5.0
2024_06_CIN_NYG,2024,6,REG,NYG,CIN,7.0,17.0,0,0,1.0,0.3333333333333333,1.0,0.36363636363636365,0.0
2024_06_BUF_NYJ,2024,6,REG,NYJ,BUF,20.0,23.0,0,0,1.0,0.3333333333333333,0.0,0.45454545454545453,-1.0
2024_07_DEN_NO,2024,7,REG,NO,DEN,10.0,33.0,0,0,2.0,0.29411764705882354,1.0,0.36363636363636365,-1.0
2024_07_NE_JAX,2024,7,REG,JAX,NE,32.0,16.0,1,0,0.0,0.6,0.0,0.5,0.0
2024_07_SEA_ATL,2024,7,REG,ATL,SEA,14.0,34.0,0,0,3.0,0.5333333333333333,0.0,0.36363636363636365,-3.0
2024_07_TEN_BUF,2024,7,REG,BUF,TEN,34.0,10.0,1,0,0.0,0.3,2.0,0.375,2.0
2024_07_CIN_CLE,2024,7,REG,CLE,CIN,14.0,21.0,0,0,2.0,0.42105263157894735,0.0,0.15384615384615385,-2.0
2024_07_HOU_GB,2024,7,REG,GB,HOU,24.0,22.0,1,0,2.0,0.4,1.0,0.3076923076923077,-1.0
2024_07_MIA_IND,2024,7,REG,IND,MIA,16.0,10.0,1,0,1.0,0.3076923076923077,2.0,0.4,1.0
2024_07_DET_MIN,2024,7,REG,MIN,DET,29.0,31.0,0,0,1.0,0.4,1.0,0.4,0.0
2024_07_PHI_NYG,2024,7,REG,NYG,PHI,3.0,28.0,0,0,0.0,0.21428571428571427,0.0,0.07692307692307693,0.0
2024_07_LV_LA,2024,7,REG,LA,LV,20.0,15.0,1,0,1.0,0.2,4.0,0.2,3.0
2024_07_CAR_WAS,2024,7,REG,WAS,CAR,40.0,7.0,1,0,0.0,0.5,2.0,0.3,2.0
2024_07_KC_SF,2024,7,REG,SF,KC,18.0,28.0,0,0,3.0,0.18181818181818182,2.0,0.5714285714285714,-1.0
2024_07_NYJ_PIT,2024,7,REG,PIT,NYJ,37.0,15.0,1,0,0.0,0.35714285714285715,2.0,0.3,2.0
2024_07_BAL_TB,2024,7,REG,TB,BAL,31.0,41.0,0,0,2.0,0.6470588235294118,1.0,0.375,-1.0
2024_07_LAC_ARI,2024,7,REG,ARI,LAC,17.0,15.0,1,0,2.0,0.2857142857142857,1.0,0.42857142857142855,-1.0
2024_08_MIN_LA,2024,8,REG,LA,MIN,30.0,20.0,1,0,1.0,0.4,0.0,0.2857142857142857,-1.0
2024_08_PHI_CIN,2024,8,REG,CIN,PHI,17.0,37.0,0,0,2.0,0.7692307692307693,0.0,0.5454545454545454,-2.0
2024_08_BAL_CLE,2024,8,REG,CLE,BAL,29.0,24.0,1,0,1.0,0.5333333333333333,0.0,0.2,-1.0
2024_08_TEN_DET,2024,8,REG,DET,TEN,52.0,14.0,1,0,0.0,0.3333333333333333,4.0,0.2727272727272727,4.0
2024_08_IND_HOU,2024,8,REG,HOU,IND,23.0,20.0,1,0,1.0,0.3076923076923077,2.0,0.15384615384615385,1.0
2024_08_GB_JAX,2024,8,REG,JAX,GB,27.0,30.0,0,0,2.0,0.1111111111111111,1.0,0.2727272727272727,-1.0
2024_08_ARI_MIA,2024,8,REG,MIA,ARI,27.0,28.0,0,0,0.0,0.7333333333333333,0.0,0.5384615384615384,0.0
2024_08_NYJ_NE,2024,8,REG,NE,NYJ,25.0,22.0,1,0,0.0,0.4666666666666667,0.0,0.4,0.0
2024_08_ATL_TB,2024,8,REG,TB,ATL,26.0,31.0,0,0,3.0,0.6428571428571429,0.0,0.5,-3.0
2024_08_NO_LAC,2024,8,REG,LAC,NO,26.0,8.0,1,0,0.0,0.25,0.0,0.125,0.0
2024_08_BUF_SEA,2024,8,REG,SEA,BUF,10.0,31.0,0,0,1.0,0.14285714285714285,2.0,0.5333333333333333,1.0
2024_08_CAR_DEN,2024,8,REG,DEN,CAR,28.0,14.0,1,0,2.0,0.6470588235294118,2.0,0.35714285714285715,0.0
2024_08_KC_LV,2024,8,REG,LV,KC,20.0,27.0,0,0,1.0,0.46153846153846156,1.0,0.75,0.0
2024_08_CHI_WAS,2024,8,REG,WAS,CHI,18.0,15.0,1,0,0.0,0.3333333333333333,1.0,0.16666666666666666,1.0
2024_08_DAL_SF,2024,8,REG,SF,DAL,30.0,24.0,1,0,0.0,0.5,2.0,0.3333333333333333,2.0
2024_08_NYG_PIT,2024,8,REG,PIT,NYG,26.0,18.0,1,0,1.0,0.46153846153846156,2.0,0.3333333333333333,1.0
2024_09_HOU_NYJ,2024,9,REG,NYJ,HOU,21.0,13.0,1,0,1.0,0.4166666666666667,1.0,0.35294117647058826,0.0
2024_09_DAL_ATL,2024,9,REG,ATL,DAL,27.0,21.0,1,0,1.0,0.3076923076923077,0.0,0.23076923076923078,-1.0
